id,user_id,account_id,date,amount,merchant,description,category,is_recurring,mcc,source
t58,u_user3,a_credit,2024-02-11,-328.73,Target,,shopping,false,5311,synthetic
t32,u_user3,a_checking,2024-02-12,-58.58,Comcast,HOME INTERNET,internet,true,4816,synthetic
t45,u_user3,a_checking,2024-02-13,-48.37,Shell,SHELL OIL 9974,gas,false,5541,synthetic
t33,u_user3,a_checking,2024-02-14,-45.3,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t29,u_user3,a_checking,2024-02-15,2485.48,Acme Inc.,PAYROLL,Income,true,0,synthetic
t57,u_user3,a_checking,2024-02-15,-53.08,Lyft,LYFT TRIP 5240,rideshare,false,4121,synthetic
t44,u_user3,a_checking,2024-02-16,-48.82,Shell,SHELL OIL 3401,gas,false,5541,synthetic
t42,u_user3,a_checking,2024-02-18,-57.28,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t55,u_user3,a_checking,2024-02-18,-6.37,Starbucks,STARBUCKS 3889,coffee,false,5814,synthetic
t52,u_user3,a_checking,2024-02-21,-6.6,Starbucks,STARBUCKS 1583,coffee,false,5814,synthetic
t41,u_user3,a_checking,2024-02-22,-113.29,GrocerMart,,groceries,false,5411,synthetic
t37,u_user3,a_checking,2024-02-25,-67.01,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t59,u_user3,a_credit,2024-02-25,-162.23,American Airlines,AA 581438,travel,false,4511,synthetic
t47,u_user3,a_checking,2024-02-27,-31.71,Local Diner,LOCAL DINER 2616,restaurants,false,5812,synthetic
t48,u_user3,a_checking,2024-02-27,-10.43,Chipotle,CHIPOTLE 7853,restaurants,false,5812,synthetic
t54,u_user3,a_checking,2024-02-27,-4.37,Starbucks,STARBUCKS 7772,coffee,false,5814,synthetic
t38,u_user3,a_checking,2024-02-29,-56.14,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t60,u_user3,a_checking,2024-03-01,2419.91,Acme Inc.,PAYROLL,Income,true,0,synthetic
t62,u_user3,a_checking,2024-03-02,-1562.56,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t89,u_user3,a_checking,2024-03-02,-6.31,Starbucks,STARBUCKS 4414,coffee,false,5814,synthetic
t73,u_user3,a_checking,2024-03-03,-47.28,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t75,u_user3,a_checking,2024-03-03,-51.48,Shell,SHELL OIL 4758,gas,false,5541,synthetic
t66,u_user3,a_credit,2024-03-05,-13.29,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t93,u_user3,a_checking,2024-03-05,-85.37,City Dental,CITY DENTAL,healthcare,false,8011,synthetic
t67,u_user3,a_credit,2024-03-06,-8.22,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t68,u_user3,a_credit,2024-03-07,-3.0,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t74,u_user3,a_checking,2024-03-09,-55.65,Chevron,CHEVRON OIL 2885,gas,false,5541,synthetic
t63,u_user3,a_checking,2024-03-10,-81.28,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t80,u_user3,a_checking,2024-03-10,-28.0,Local Diner,,restaurants,false,5812,synthetic
t64,u_user3,a_checking,2024-03-12,-60.39,Comcast,HOME INTERNET,internet,true,4816,synthetic
t76,u_user3,a_checking,2024-03-12,-55.0,Chevron,,gas,false,5541,synthetic
t78,u_user3,a_checking,2024-03-12,-36.97,Chipotle,CHIPOTLE 9959,restaurants,false,5812,synthetic
t65,u_user3,a_checking,2024-03-14,-46.39,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t69,u_user3,a_checking,2024-03-14,-73.49,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t61,u_user3,a_checking,2024-03-15,2614.49,Acme Inc.,PAYROLL,Income,true,0,synthetic
t81,u_user3,a_checking,2024-03-15,-33.9,Panera Bread,PANERA BREAD 3960,restaurants,false,5812,synthetic
t82,u_user3,a_checking,2024-03-15,-21.09,Chipotle,CHIPOTLE 9234,restaurants,false,5812,synthetic
t91,u_user3,a_credit,2024-03-15,-269.13,Target,TARGET #7722,shopping,false,5311,synthetic
t83,u_user3,a_checking,2024-03-16,-31.55,Panera Bread,PANERA BREAD 8226,restaurants,false,5812,synthetic
t90,u_user3,a_checking,2024-03-16,-33.48,Uber,UBER TRIP 6902,rideshare,false,4121,synthetic
t71,u_user3,a_checking,2024-03-17,-109.56,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t86,u_user3,a_checking,2024-03-20,-5.21,Starbucks,STARBUCKS 1745,coffee,false,5814,synthetic
t77,u_user3,a_checking,2024-03-21,-74.62,Chevron,CHEVRON OIL 5947,gas,false,5541,synthetic
t84,u_user3,a_checking,2024-03-22,-8.0,Starbucks,STARBUCKS 2312,coffee,false,5814,synthetic
t87,u_user3,a_checking,2024-03-22,-5.21,Starbucks,STARBUCKS 1939,coffee,false,5814,synthetic
t88,u_user3,a_checking,2024-03-22,-5.88,Starbucks,STARBUCKS 9853,coffee,false,5814,synthetic
t92,u_user3,a_credit,2024-03-25,-264.87,Amazon,AMZN Mktp US*A5228,shopping,false,5942,synthetic
t79,u_user3,a_checking,2024-03-26,-23.37,Chipotle,CHIPOTLE 8024,restaurants,false,5812,synthetic
t94,u_user3,a_checking,2024-03-26,-92.64,Kaiser,Kaiser Permanente,healthcare,false,8011,synthetic
t85,u_user3,a_checking,2024-03-28,-4.78,Starbucks,STARBUCKS 5701,coffee,false,5814,synthetic
t70,u_user3,a_checking,2024-03-29,-96.37,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t72,u_user3,a_checking,2024-03-30,-117.52,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t115,u_user3,a_checking,2024-04-01,-3.07,Starbucks,STARBUCKS 4088,coffee,false,5814,synthetic
t95,u_user3,a_checking,2024-04-01,2384.11,Acme Inc.,PAYROLL,Income,true,0,synthetic
t97,u_user3,a_checking,2024-04-02,-1540.78,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t101,u_user3,a_credit,2024-04-05,-12.84,Spotify,,subscription,true,5815,synthetic
t102,u_user3,a_credit,2024-04-06,-8.38,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t103,u_user3,a_credit,2024-04-07,-3.06,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t114,u_user3,a_checking,2024-04-10,-7.45,Starbucks,STARBUCKS 8464,coffee,false,5814,synthetic
t117,u_user3,a_credit,2024-04-10,-186.31,Amazon,AMZN Mktp US*G6150,shopping,false,5942,synthetic
t98,u_user3,a_checking,2024-04-10,-81.52,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t104,u_user3,a_checking,2024-04-12,-145.24,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t99,u_user3,a_checking,2024-04-12,-58.8,Comcast,HOME INTERNET,internet,true,4816,synthetic
t100,u_user3,a_checking,2024-04-14,-46.91,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t116,u_user3,a_credit,2024-04-15,-21.65,Amazon,AMZN Mktp US*A4653,shopping,false,5942,synthetic
t96,u_user3,a_checking,2024-04-15,2393.33,Acme Inc.,PAYROLL,Income,true,0,synthetic
t109,u_user3,a_checking,2024-04-16,-32.0,Chipotle,CHIPOTLE 3990,restaurants,false,5812,synthetic
t107,u_user3,a_checking,2024-04-17,-76.24,Shell,SHELL OIL 9808,gas,false,5541,synthetic
t112,u_user3,a_checking,2024-04-17,-4.79,Starbucks,STARBUCKS 2695,coffee,false,5814,synthetic
t106,u_user3,a_checking,2024-04-18,-85.13,Whole Foods,,groceries,false,5411,synthetic
t108,u_user3,a_checking,2024-04-18,-53.35,Chevron,CHEVRON OIL 9480,gas,false,5541,synthetic
t113,u_user3,a_checking,2024-04-19,-5.69,Starbucks,STARBUCKS 9855,coffee,false,5814,synthetic
t105,u_user3,a_checking,2024-04-20,-101.25,GrocerMart,,groceries,false,5411,synthetic
t119,u_user3,a_checking,2024-04-21,-244.74,Kaiser,,healthcare,false,8011,synthetic
t110,u_user3,a_checking,2024-04-23,-37.89,Chipotle,,restaurants,false,5812,synthetic
t111,u_user3,a_checking,2024-04-23,-23.52,Panera Bread,PANERA BREAD 1372,restaurants,false,5812,synthetic
t118,u_user3,a_checking,2024-04-28,-77.85,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic
t120,u_user3,a_checking,2024-04-29,72.53,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t121,u_user3,a_checking,2024-05-01,2520.98,Acme Inc.,PAYROLL,Income,true,0,synthetic
t123,u_user3,a_checking,2024-05-02,-1503.19,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t138,u_user3,a_checking,2024-05-04,-22.57,Chipotle,CHIPOTLE 6086,restaurants,false,5812,synthetic
t149,u_user3,a_checking,2024-05-04,172.29,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t127,u_user3,a_credit,2024-05-05,-12.45,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t142,u_user3,a_checking,2024-05-05,-5.23,Starbucks,STARBUCKS 1886,coffee,false,5814,synthetic
t128,u_user3,a_credit,2024-05-06,-7.6,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t131,u_user3,a_checking,2024-05-06,-50.3,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t139,u_user3,a_checking,2024-05-06,-24.61,Panera Bread,PANERA BREAD 3586,restaurants,false,5812,synthetic
t129,u_user3,a_credit,2024-05-07,-2.91,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t143,u_user3,a_checking,2024-05-07,-3.56,Starbucks,STARBUCKS 8727,coffee,false,5814,synthetic
t124,u_user3,a_checking,2024-05-10,-77.98,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t125,u_user3,a_checking,2024-05-12,-59.68,Comcast,HOME INTERNET,internet,true,4816,synthetic
t136,u_user3,a_checking,2024-05-13,-68.37,Shell,SHELL OIL 9978,gas,false,5541,synthetic
t126,u_user3,a_checking,2024-05-14,-43.81,T-Mobile,,mobile,true,4814,synthetic
t122,u_user3,a_checking,2024-05-15,2566.41,Acme Inc.,PAYROLL,Income,true,0,synthetic
t145,u_user3,a_checking,2024-05-15,-7.29,Starbucks,STARBUCKS 1760,coffee,false,5814,synthetic
t150,u_user3,a_checking,2024-05-15,-82.82,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t141,u_user3,a_checking,2024-05-18,-3.65,Starbucks,STARBUCKS 6769,coffee,false,5814,synthetic
t135,u_user3,a_checking,2024-05-21,-50.4,Chevron,CHEVRON OIL 4770,gas,false,5541,synthetic
t146,u_user3,a_checking,2024-05-22,-43.62,Lyft,LYFT TRIP 8939,rideshare,false,4121,synthetic
t140,u_user3,a_checking,2024-05-23,-3.78,Starbucks,STARBUCKS 6827,coffee,false,5814,synthetic
t148,u_user3,a_checking,2024-05-23,-176.64,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic
t134,u_user3,a_checking,2024-05-26,-54.3,Chevron,CHEVRON OIL 1603,gas,false,5541,synthetic
t144,u_user3,a_checking,2024-05-27,-3.2,Starbucks,,coffee,false,5814,synthetic
t132,u_user3,a_checking,2024-05-28,-123.62,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t137,u_user3,a_checking,2024-05-28,-36.56,Panera Bread,PANERA BREAD 6392,restaurants,false,5812,synthetic
t147,u_user3,a_credit,2024-05-29,-193.04,Target,TARGET #4081,shopping,false,5311,synthetic
t133,u_user3,a_checking,2024-05-30,-46.46,Shell,SHELL OIL 7533,gas,false,5541,synthetic
t130,u_user3,a_checking,2024-05-31,-139.57,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t151,u_user3,a_checking,2024-06-01,2607.35,Acme Inc.,PAYROLL,Income,true,0,synthetic
t169,u_user3,a_checking,2024-06-01,-6.9,Starbucks,STARBUCKS 5183,coffee,false,5814,synthetic
t153,u_user3,a_checking,2024-06-02,-1427.68,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t175,u_user3,a_checking,2024-06-03,-40.93,Uber,UBER TRIP 2509,rideshare,false,4121,synthetic
t160,u_user3,a_checking,2024-06-04,-53.46,GrocerMart,,groceries,false,5411,synthetic
t157,u_user3,a_credit,2024-06-05,-12.67,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t176,u_user3,a_checking,2024-06-05,-41.15,Lyft,LYFT TRIP 8714,rideshare,false,4121,synthetic
t158,u_user3,a_credit,2024-06-06,-8.35,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t162,u_user3,a_checking,2024-06-06,-59.12,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t159,u_user3,a_credit,2024-06-07,-3.01,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t163,u_user3,a_checking,2024-06-09,-92.57,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t172,u_user3,a_checking,2024-06-09,-2.98,Starbucks,STARBUCKS 5332,coffee,false,5814,synthetic
t154,u_user3,a_checking,2024-06-10,-76.6,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t165,u_user3,a_checking,2024-06-10,-60.77,Chevron,CHEVRON OIL 3096,gas,false,5541,synthetic
t168,u_user3,a_checking,2024-06-10,-16.15,Panera Bread,PANERA BREAD 5943,restaurants,false,5812,synthetic
t179,u_user3,a_credit,2024-06-11,-183.59,Amazon,AMZN Mktp US*H2025,shopping,false,5942,synthetic
t155,u_user3,a_checking,2024-06-12,-61.05,Comcast,HOME INTERNET,internet,true,4816,synthetic
t164,u_user3,a_checking,2024-06-12,-31.23,Shell,SHELL OIL 2751,gas,false,5541,synthetic
t178,u_user3,a_credit,2024-06-12,-243.37,Target,TARGET #9080,shopping,false,5311,synthetic
t156,u_user3,a_checking,2024-06-14,-45.41,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t152,u_user3,a_checking,2024-06-15,2473.74,Acme Inc.,PAYROLL,Income,true,0,synthetic
t173,u_user3,a_checking,2024-06-16,-4.34,Starbucks,STARBUCKS 8939,coffee,false,5814,synthetic
t161,u_user3,a_checking,2024-06-17,-56.77,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t167,u_user3,a_checking,2024-06-18,-23.92,Local Diner,LOCAL DINER 7200,restaurants,false,5812,synthetic
t174,u_user3,a_checking,2024-06-20,-31.8,Lyft,LYFT TRIP 2845,rideshare,false,4121,synthetic
t166,u_user3,a_checking,2024-06-24,-21.93,Panera Bread,,restaurants,false,5812,synthetic
t170,u_user3,a_checking,2024-06-25,-4.19,Starbucks,STARBUCKS 4644,coffee,false,5814,synthetic
t177,u_user3,a_credit,2024-06-26,-239.53,Amazon,AMZN Mktp US*B3709,shopping,false,5942,synthetic
t171,u_user3,a_checking,2024-06-29,-3.91,Starbucks,STARBUCKS 4614,coffee,false,5814,synthetic
t180,u_user3,a_checking,2024-07-01,2394.67,Acme Inc.,PAYROLL,Income,true,0,synthetic
t182,u_user3,a_checking,2024-07-02,-1561.62,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t211,u_user3,a_credit,2024-07-02,-111.65,Amazon,AMZN Mktp US*A3819,shopping,false,5942,synthetic
t201,u_user3,a_checking,2024-07-03,-7.06,Starbucks,STARBUCKS 4520,coffee,false,5814,synthetic
t198,u_user3,a_checking,2024-07-04,-24.71,Chipotle,CHIPOTLE 5483,restaurants,false,5812,synthetic
t186,u_user3,a_credit,2024-07-05,-12.37,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t204,u_user3,a_checking,2024-07-05,-6.94,Starbucks,STARBUCKS 6790,coffee,false,5814,synthetic
t187,u_user3,a_credit,2024-07-06,-8.05,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t190,u_user3,a_checking,2024-07-06,-75.49,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t188,u_user3,a_credit,2024-07-07,-3.13,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t208,u_user3,a_checking,2024-07-07,-33.9,Lyft,LYFT TRIP 3750,rideshare,false,4121,synthetic
t216,u_user3,a_checking,2024-07-07,-63.24,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t210,u_user3,a_checking,2024-07-08,-45.27,Uber,UBER TRIP 5019,rideshare,false,4121,synthetic
t212,u_user3,a_credit,2024-07-08,-199.86,Best Buy,BESTBUY #1916,electronics,false,5732,synthetic
t183,u_user3,a_checking,2024-07-10,-82.6,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t196,u_user3,a_checking,2024-07-10,-61.45,Shell,SHELL OIL 7327,gas,false,5541,synthetic
t184,u_user3,a_checking,2024-07-12,-59.63,Comcast,HOME INTERNET,internet,true,4816,synthetic
t193,u_user3,a_checking,2024-07-13,-123.03,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t203,u_user3,a_checking,2024-07-13,-7.02,Starbucks,STARBUCKS 5150,coffee,false,5814,synthetic
t205,u_user3,a_checking,2024-07-13,-3.29,Starbucks,STARBUCKS 9663,coffee,false,5814,synthetic
t207,u_user3,a_checking,2024-07-13,-5.34,Starbucks,STARBUCKS 4041,coffee,false,5814,synthetic
t185,u_user3,a_checking,2024-07-14,-45.79,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t189,u_user3,a_checking,2024-07-14,-47.42,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t181,u_user3,a_checking,2024-07-15,2475.7,Acme Inc.,PAYROLL,Income,true,0,synthetic
t199,u_user3,a_checking,2024-07-16,-18.21,Panera Bread,PANERA BREAD 8400,restaurants,false,5812,synthetic
t206,u_user3,a_checking,2024-07-18,-3.58,Starbucks,STARBUCKS 5659,coffee,false,5814,synthetic
t209,u_user3,a_checking,2024-07-18,-17.35,Lyft,LYFT TRIP 7452,rideshare,false,4121,synthetic
t200,u_user3,a_checking,2024-07-21,-18.42,Local Diner,LOCAL DINER 6241,restaurants,false,5812,synthetic
t191,u_user3,a_checking,2024-07-22,-75.04,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t202,u_user3,a_checking,2024-07-22,-6.92,Starbucks,STARBUCKS 7000,coffee,false,5814,synthetic
t192,u_user3,a_checking,2024-07-26,-47.51,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t195,u_user3,a_checking,2024-07-26,-58.03,Chevron,CHEVRON OIL 2074,gas,false,5541,synthetic
t197,u_user3,a_checking,2024-07-26,-70.51,Shell,SHELL OIL 5608,gas,false,5541,synthetic
t214,u_user3,a_checking,2024-07-26,-194.5,Kaiser,Kaiser Permanente,healthcare,false,8011,synthetic
t194,u_user3,a_checking,2024-07-29,-61.72,Shell,SHELL OIL 1671,gas,false,5541,synthetic
t215,u_user3,a_checking,2024-07-29,-183.24,City Dental,CITY DENTAL,healthcare,false,8011,synthetic
t213,u_user3,a_credit,2024-07-30,-431.53,American Airlines,AA 478355,travel,false,4511,synthetic
t217,u_user3,a_checking,2024-08-01,2585.11,Acme Inc.,PAYROLL,Income,true,0,synthetic
t219,u_user3,a_checking,2024-08-02,-1514.3,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t227,u_user3,a_checking,2024-08-04,-127.76,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t223,u_user3,a_credit,2024-08-05,-12.63,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t242,u_user3,a_credit,2024-08-05,-298.63,Target,TARGET #4094,shopping,false,5311,synthetic
t224,u_user3,a_credit,2024-08-06,-7.73,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t225,u_user3,a_credit,2024-08-07,-2.86,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t228,u_user3,a_checking,2024-08-07,-99.82,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t237,u_user3,a_checking,2024-08-07,-4.11,Starbucks,STARBUCKS 3484,coffee,false,5814,synthetic
t226,u_user3,a_checking,2024-08-08,-71.68,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t233,u_user3,a_checking,2024-08-08,-72.77,Chevron,CHEVRON OIL 2937,gas,false,5541,synthetic
t220,u_user3,a_checking,2024-08-10,-82.47,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t221,u_user3,a_checking,2024-08-12,-59.45,Comcast,HOME INTERNET,internet,true,4816,synthetic
t222,u_user3,a_checking,2024-08-14,-46.5,T-Mobile,,mobile,true,4814,synthetic
t230,u_user3,a_checking,2024-08-14,-72.02,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t218,u_user3,a_checking,2024-08-15,2572.26,Acme Inc.,PAYROLL,Income,true,0,synthetic
t244,u_user3,a_credit,2024-08-17,-186.22,Target,TARGET #4683,shopping,false,5311,synthetic
t236,u_user3,a_checking,2024-08-18,-39.98,Panera Bread,PANERA BREAD 6664,restaurants,false,5812,synthetic
t245,u_user3,a_credit,2024-08-21,-448.03,American Airlines,AA 114677,travel,false,4511,synthetic
t232,u_user3,a_checking,2024-08-22,-36.26,Shell,SHELL OIL 7152,gas,false,5541,synthetic
t234,u_user3,a_checking,2024-08-23,-34.02,Chipotle,CHIPOTLE 8759,restaurants,false,5812,synthetic
t229,u_user3,a_checking,2024-08-25,-47.29,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t240,u_user3,a_checking,2024-08-25,-6.39,Starbucks,STARBUCKS 4285,coffee,false,5814,synthetic
t238,u_user3,a_checking,2024-08-27,-4.84,Starbucks,STARBUCKS 4983,coffee,false,5814,synthetic
t239,u_user3,a_checking,2024-08-27,-5.17,Starbucks,STARBUCKS 7839,coffee,false,5814,synthetic
t243,u_user3,a_credit,2024-08-27,-156.83,Amazon,AMZN Mktp US*A5648,shopping,false,5942,synthetic
t231,u_user3,a_checking,2024-08-28,-137.51,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t235,u_user3,a_checking,2024-08-29,-30.8,Chipotle,CHIPOTLE 8192,restaurants,false,5812,synthetic
t241,u_user3,a_checking,2024-08-29,-41.17,Uber,UBER TRIP 9026,rideshare,false,4121,synthetic
t246,u_user3,a_checking,2024-09-01,2555.32,Acme Inc.,PAYROLL,Income,true,0,synthetic
t255,u_user3,a_checking,2024-09-01,-47.35,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t278,u_user3,a_credit,2024-09-01,-341.97,Amazon,AMZN Mktp US*E9635,shopping,false,5942,synthetic
t280,u_user3,a_checking,2024-09-01,-72.24,City Dental,CITY DENTAL,healthcare,false,8011,synthetic
t248,u_user3,a_checking,2024-09-02,-1448.73,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t276,u_user3,a_checking,2024-09-03,-34.81,Uber,UBER TRIP 5233,rideshare,false,4121,synthetic
t252,u_user3,a_credit,2024-09-05,-12.65,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t263,u_user3,a_checking,2024-09-05,-14.66,Chipotle,,restaurants,false,5812,synthetic
t275,u_user3,a_checking,2024-09-05,-13.06,Lyft,LYFT TRIP 6794,rideshare,false,4121,synthetic
