id,user_id,account_id,date,amount,merchant,description,category,is_recurring,mcc,source
t94,u_user8,a_credit,2024-03-03,-110.65,Amazon,AMZN Mktp US*G8425,shopping,false,5942,synthetic
t69,u_user8,a_credit,2024-03-05,-12.72,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t89,u_user8,a_checking,2024-03-05,-4.82,Starbucks,STARBUCKS 6362,coffee,false,5814,synthetic
t70,u_user8,a_credit,2024-03-06,-8.03,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t78,u_user8,a_checking,2024-03-06,-42.7,Shell,SHELL OIL 2401,gas,false,5541,synthetic
t71,u_user8,a_credit,2024-03-07,-3.01,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t80,u_user8,a_checking,2024-03-07,-56.02,Shell,SHELL OIL 2351,gas,false,5541,synthetic
t83,u_user8,a_checking,2024-03-08,-29.9,Local Diner,LOCAL DINER 5020,restaurants,false,5812,synthetic
t96,u_user8,a_credit,2024-03-08,-498.66,Delta Airlines,DL 548037,travel,false,4511,synthetic
t66,u_user8,a_checking,2024-03-10,-78.99,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t79,u_user8,a_checking,2024-03-10,-79.81,Chevron,CHEVRON OIL 4713,gas,false,5541,synthetic
t88,u_user8,a_checking,2024-03-10,-4.74,Starbucks,STARBUCKS 7243,coffee,false,5814,synthetic
t91,u_user8,a_checking,2024-03-11,-6.64,Starbucks,STARBUCKS 9199,coffee,false,5814,synthetic
t67,u_user8,a_checking,2024-03-12,-58.29,Comcast,HOME INTERNET,internet,true,4816,synthetic
t73,u_user8,a_checking,2024-03-13,-118.22,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t92,u_user8,a_checking,2024-03-13,-5.81,Starbucks,STARBUCKS 3302,coffee,false,5814,synthetic
t68,u_user8,a_checking,2024-03-14,-45.28,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t75,u_user8,a_checking,2024-03-14,-61.63,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t97,u_user8,a_checking,2024-03-14,-142.08,City Dental,CITY DENTAL,healthcare,false,8011,synthetic
t64,u_user8,a_checking,2024-03-15,2482.77,Acme Inc.,PAYROLL,Income,true,0,synthetic
t93,u_user8,a_credit,2024-03-16,-160.64,Amazon,AMZN Mktp US*H9025,shopping,false,5942,synthetic
t82,u_user8,a_checking,2024-03-18,-15.85,Local Diner,LOCAL DINER 7176,restaurants,false,5812,synthetic
t77,u_user8,a_checking,2024-03-23,-127.01,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t72,u_user8,a_checking,2024-03-24,-95.61,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t98,u_user8,a_checking,2024-03-25,-223.86,Kaiser,Kaiser Permanente,healthcare,false,8011,synthetic
t90,u_user8,a_checking,2024-03-27,-4.97,Starbucks,STARBUCKS 5208,coffee,false,5814,synthetic
t84,u_user8,a_checking,2024-03-28,-20.28,Chipotle,CHIPOTLE 7179,restaurants,false,5812,synthetic
t95,u_user8,a_credit,2024-03-29,-30.97,Target,TARGET #8154,shopping,false,5311,synthetic
t81,u_user8,a_checking,2024-03-30,-29.52,Chipotle,CHIPOTLE 1598,restaurants,false,5812,synthetic
t99,u_user8,a_checking,2024-03-30,-123.56,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t85,u_user8,a_checking,2024-03-31,-16.53,Chipotle,CHIPOTLE 6785,restaurants,false,5812,synthetic
t100,u_user8,a_checking,2024-04-01,2514.78,Acme Inc.,PAYROLL,Income,true,0,synthetic
t116,u_user8,a_checking,2024-04-01,-32.36,Chipotle,CHIPOTLE 3168,restaurants,false,5812,synthetic
t102,u_user8,a_checking,2024-04-02,-1542.38,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t113,u_user8,a_checking,2024-04-02,-37.33,Shell,SHELL OIL 5964,gas,false,5541,synthetic
t111,u_user8,a_checking,2024-04-03,-51.81,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t122,u_user8,a_checking,2024-04-04,-6.0,Starbucks,STARBUCKS 9548,coffee,false,5814,synthetic
t106,u_user8,a_credit,2024-04-05,-13.13,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t110,u_user8,a_checking,2024-04-05,-85.51,Whole Foods,,groceries,false,5411,synthetic
t107,u_user8,a_credit,2024-04-06,-8.23,Netflix,,subscription,true,5815,synthetic
t108,u_user8,a_credit,2024-04-07,-2.91,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t121,u_user8,a_checking,2024-04-08,-3.58,Starbucks,STARBUCKS 7374,coffee,false,5814,synthetic
t123,u_user8,a_checking,2024-04-08,-5.11,Starbucks,STARBUCKS 4140,coffee,false,5814,synthetic
t103,u_user8,a_checking,2024-04-10,-81.57,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t125,u_user8,a_credit,2024-04-10,-234.62,Best Buy,BESTBUY #9418,electronics,false,5732,synthetic
t104,u_user8,a_checking,2024-04-12,-61.42,Comcast,HOME INTERNET,internet,true,4816,synthetic
t118,u_user8,a_checking,2024-04-12,-4.71,Starbucks,STARBUCKS 4832,coffee,false,5814,synthetic
t117,u_user8,a_checking,2024-04-13,-13.43,Panera Bread,PANERA BREAD 2050,restaurants,false,5812,synthetic
t128,u_user8,a_credit,2024-04-13,-575.11,American Airlines,AA 146845,travel,false,4511,synthetic
t105,u_user8,a_checking,2024-04-14,-45.67,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t101,u_user8,a_checking,2024-04-15,2416.53,Acme Inc.,PAYROLL,Income,true,0,synthetic
t127,u_user8,a_credit,2024-04-15,-158.44,Target,TARGET #8394,shopping,false,5311,synthetic
t120,u_user8,a_checking,2024-04-16,-6.29,Starbucks,STARBUCKS 2327,coffee,false,5814,synthetic
t115,u_user8,a_checking,2024-04-21,-16.89,Chipotle,CHIPOTLE 7864,restaurants,false,5812,synthetic
t112,u_user8,a_checking,2024-04-25,-37.5,Chevron,CHEVRON OIL 4198,gas,false,5541,synthetic
t129,u_user8,a_checking,2024-04-25,-90.78,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic
t114,u_user8,a_checking,2024-04-26,-60.26,Shell,SHELL OIL 1121,gas,false,5541,synthetic
t109,u_user8,a_checking,2024-04-27,-51.69,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t119,u_user8,a_checking,2024-04-27,-3.08,Starbucks,STARBUCKS 9287,coffee,false,5814,synthetic
t124,u_user8,a_checking,2024-04-27,-53.9,Lyft,LYFT TRIP 8063,rideshare,false,4121,synthetic
t126,u_user8,a_credit,2024-04-28,-126.46,Best Buy,BESTBUY #8772,electronics,false,5732,synthetic
t130,u_user8,a_checking,2024-05-01,2413.55,Acme Inc.,PAYROLL,Income,true,0,synthetic
t141,u_user8,a_checking,2024-05-01,-75.29,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t132,u_user8,a_checking,2024-05-02,-1546.0,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t154,u_user8,a_checking,2024-05-02,-6.8,Starbucks,,coffee,false,5814,synthetic
t136,u_user8,a_credit,2024-05-05,-12.43,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t144,u_user8,a_checking,2024-05-05,-66.94,Shell,SHELL OIL 5309,gas,false,5541,synthetic
t149,u_user8,a_checking,2024-05-05,-31.04,Chipotle,,restaurants,false,5812,synthetic
t137,u_user8,a_credit,2024-05-06,-8.16,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t138,u_user8,a_credit,2024-05-07,-3.04,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t156,u_user8,a_credit,2024-05-08,-243.51,Amazon,AMZN Mktp US*D5036,shopping,false,5942,synthetic
t133,u_user8,a_checking,2024-05-10,-76.45,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t134,u_user8,a_checking,2024-05-12,-59.72,Comcast,HOME INTERNET,internet,true,4816,synthetic
t155,u_user8,a_checking,2024-05-12,-58.68,Lyft,LYFT TRIP 5380,rideshare,false,4121,synthetic
t143,u_user8,a_checking,2024-05-13,-102.87,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t147,u_user8,a_checking,2024-05-13,-22.58,Chipotle,CHIPOTLE 4196,restaurants,false,5812,synthetic
t135,u_user8,a_checking,2024-05-14,-43.98,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t148,u_user8,a_checking,2024-05-14,-26.42,Panera Bread,PANERA BREAD 4012,restaurants,false,5812,synthetic
t158,u_user8,a_checking,2024-05-14,229.68,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t131,u_user8,a_checking,2024-05-15,2579.17,Acme Inc.,PAYROLL,Income,true,0,synthetic
t140,u_user8,a_checking,2024-05-16,-98.28,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t145,u_user8,a_checking,2024-05-19,-51.31,Shell,SHELL OIL 5895,gas,false,5541,synthetic
t146,u_user8,a_checking,2024-05-20,-49.26,Shell,SHELL OIL 4725,gas,false,5541,synthetic
t153,u_user8,a_checking,2024-05-21,-4.6,Starbucks,STARBUCKS 5721,coffee,false,5814,synthetic
t157,u_user8,a_credit,2024-05-22,-470.98,United Airlines,UA 550947,travel,false,4511,synthetic
t139,u_user8,a_checking,2024-05-24,-126.42,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t150,u_user8,a_checking,2024-05-27,-3.44,Starbucks,STARBUCKS 6985,coffee,false,5814,synthetic
t142,u_user8,a_checking,2024-05-28,-121.36,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t151,u_user8,a_checking,2024-05-28,-4.76,Starbucks,STARBUCKS 3522,coffee,false,5814,synthetic
t152,u_user8,a_checking,2024-05-28,-6.76,Starbucks,STARBUCKS 2520,coffee,false,5814,synthetic
t159,u_user8,a_checking,2024-06-01,2443.14,Acme Inc.,PAYROLL,Income,true,0,synthetic
t173,u_user8,a_checking,2024-06-01,-12.25,Panera Bread,PANERA BREAD 4403,restaurants,false,5812,synthetic
t161,u_user8,a_checking,2024-06-02,-1458.96,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t178,u_user8,a_checking,2024-06-02,-3.57,Starbucks,STARBUCKS 9918,coffee,false,5814,synthetic
t165,u_user8,a_credit,2024-06-05,-12.87,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t166,u_user8,a_credit,2024-06-06,-8.23,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t185,u_user8,a_checking,2024-06-06,-238.11,Kaiser,Kaiser Permanente,healthcare,false,8011,synthetic
t167,u_user8,a_credit,2024-06-07,-3.06,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t180,u_user8,a_checking,2024-06-07,-5.15,Starbucks,,coffee,false,5814,synthetic
t174,u_user8,a_checking,2024-06-08,-30.77,Local Diner,LOCAL DINER 4097,restaurants,false,5812,synthetic
t170,u_user8,a_checking,2024-06-09,-83.61,Whole Foods,,groceries,false,5411,synthetic
t184,u_user8,a_credit,2024-06-09,-326.77,Amazon,AMZN Mktp US*D6168,shopping,false,5942,synthetic
t162,u_user8,a_checking,2024-06-10,-80.41,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t181,u_user8,a_checking,2024-06-11,-3.85,Starbucks,STARBUCKS 7840,coffee,false,5814,synthetic
t182,u_user8,a_checking,2024-06-11,-18.79,Lyft,LYFT TRIP 9704,rideshare,false,4121,synthetic
t163,u_user8,a_checking,2024-06-12,-58.46,Comcast,HOME INTERNET,internet,true,4816,synthetic
t164,u_user8,a_checking,2024-06-14,-44.12,T-Mobile,,mobile,true,4814,synthetic
t160,u_user8,a_checking,2024-06-15,2510.31,Acme Inc.,PAYROLL,Income,true,0,synthetic
t175,u_user8,a_checking,2024-06-15,-34.42,Chipotle,CHIPOTLE 2482,restaurants,false,5812,synthetic
t177,u_user8,a_checking,2024-06-15,-4.89,Starbucks,STARBUCKS 4327,coffee,false,5814,synthetic
t169,u_user8,a_checking,2024-06-17,-48.27,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t168,u_user8,a_checking,2024-06-18,-121.22,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t176,u_user8,a_checking,2024-06-18,-3.0,Starbucks,STARBUCKS 6136,coffee,false,5814,synthetic
t179,u_user8,a_checking,2024-06-18,-4.05,Starbucks,STARBUCKS 3384,coffee,false,5814,synthetic
t172,u_user8,a_checking,2024-06-25,-33.58,Chevron,,gas,false,5541,synthetic
t186,u_user8,a_checking,2024-06-25,174.22,Venmo,VENMO CASHIN,transfer,false,6011,synthetic
t183,u_user8,a_credit,2024-06-26,-125.37,Amazon,AMZN Mktp US*F3215,shopping,false,5942,synthetic
t171,u_user8,a_checking,2024-06-27,-36.19,Chevron,,gas,false,5541,synthetic
t187,u_user8,a_checking,2024-07-01,2546.81,Acme Inc.,PAYROLL,Income,true,0,synthetic
t189,u_user8,a_checking,2024-07-02,-1548.73,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t208,u_user8,a_checking,2024-07-03,-3.89,Starbucks,STARBUCKS 2387,coffee,false,5814,synthetic
t193,u_user8,a_credit,2024-07-05,-13.34,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t194,u_user8,a_credit,2024-07-06,-8.1,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t195,u_user8,a_credit,2024-07-07,-2.86,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t198,u_user8,a_checking,2024-07-09,-109.49,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t190,u_user8,a_checking,2024-07-10,-80.47,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t191,u_user8,a_checking,2024-07-12,-58.12,Comcast,HOME INTERNET,internet,true,4816,synthetic
t209,u_user8,a_checking,2024-07-12,-6.94,Starbucks,STARBUCKS 3994,coffee,false,5814,synthetic
t211,u_user8,a_credit,2024-07-12,-376.52,Amazon,AMZN Mktp US*G8268,shopping,false,5942,synthetic
t200,u_user8,a_checking,2024-07-13,-49.77,Chevron,CHEVRON OIL 6099,gas,false,5541,synthetic
t192,u_user8,a_checking,2024-07-14,-45.45,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t199,u_user8,a_checking,2024-07-14,-120.85,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t205,u_user8,a_checking,2024-07-14,-26.13,Panera Bread,PANERA BREAD 7115,restaurants,false,5812,synthetic
t188,u_user8,a_checking,2024-07-15,2593.95,Acme Inc.,PAYROLL,Income,true,0,synthetic
t206,u_user8,a_checking,2024-07-16,-6.64,Starbucks,STARBUCKS 1139,coffee,false,5814,synthetic
t212,u_user8,a_checking,2024-07-19,-122.06,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic
t210,u_user8,a_checking,2024-07-20,-21.41,Lyft,LYFT TRIP 7777,rideshare,false,4121,synthetic
t203,u_user8,a_checking,2024-07-21,-28.74,Local Diner,,restaurants,false,5812,synthetic
t196,u_user8,a_checking,2024-07-22,-139.88,GrocerMart,,groceries,false,5411,synthetic
t207,u_user8,a_checking,2024-07-22,-7.23,Starbucks,STARBUCKS 7778,coffee,false,5814,synthetic
t202,u_user8,a_checking,2024-07-23,-81.8,Shell,SHELL OIL 4487,gas,false,5541,synthetic
t213,u_user8,a_checking,2024-07-23,-157.18,Kaiser,Kaiser Permanente,healthcare,false,8011,synthetic
t197,u_user8,a_checking,2024-07-24,-96.81,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t201,u_user8,a_checking,2024-07-24,-80.02,Chevron,CHEVRON OIL 6531,gas,false,5541,synthetic
t204,u_user8,a_checking,2024-07-28,-25.55,Chipotle,CHIPOTLE 9163,restaurants,false,5812,synthetic
t214,u_user8,a_checking,2024-08-01,2501.01,Acme Inc.,PAYROLL,Income,true,0,synthetic
t233,u_user8,a_checking,2024-08-01,-42.24,Panera Bread,PANERA BREAD 1010,restaurants,false,5812,synthetic
t216,u_user8,a_checking,2024-08-02,-1538.78,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t220,u_user8,a_credit,2024-08-05,-12.47,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t221,u_user8,a_credit,2024-08-06,-8.23,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t222,u_user8,a_credit,2024-08-07,-2.99,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t240,u_user8,a_checking,2024-08-07,-5.08,Starbucks,STARBUCKS 1121,coffee,false,5814,synthetic
t235,u_user8,a_checking,2024-08-08,-30.64,Panera Bread,PANERA BREAD 3310,restaurants,false,5812,synthetic
t217,u_user8,a_checking,2024-08-10,-81.58,Electric Co,,utilities,true,4900,synthetic
t239,u_user8,a_checking,2024-08-10,-5.6,Starbucks,STARBUCKS 6068,coffee,false,5814,synthetic
t218,u_user8,a_checking,2024-08-12,-59.66,Comcast,HOME INTERNET,internet,true,4816,synthetic
t243,u_user8,a_credit,2024-08-12,-247.45,Target,TARGET #3024,shopping,false,5311,synthetic
t227,u_user8,a_checking,2024-08-13,-75.98,GrocerMart,,groceries,false,5411,synthetic
t230,u_user8,a_checking,2024-08-13,-45.21,Shell,SHELL OIL 4268,gas,false,5541,synthetic
t219,u_user8,a_checking,2024-08-14,-45.41,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t215,u_user8,a_checking,2024-08-15,2473.12,Acme Inc.,PAYROLL,Income,true,0,synthetic
t231,u_user8,a_checking,2024-08-15,-63.99,Shell,SHELL OIL 7604,gas,false,5541,synthetic
t223,u_user8,a_checking,2024-08-16,-98.98,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t228,u_user8,a_checking,2024-08-16,-130.12,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t224,u_user8,a_checking,2024-08-17,-70.02,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t234,u_user8,a_checking,2024-08-17,-34.32,Chipotle,CHIPOTLE 7364,restaurants,false,5812,synthetic
t245,u_user8,a_checking,2024-08-17,206.39,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t226,u_user8,a_checking,2024-08-18,-72.91,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t242,u_user8,a_checking,2024-08-18,-46.33,Uber,UBER TRIP 2039,rideshare,false,4121,synthetic
t236,u_user8,a_checking,2024-08-23,-7.19,Starbucks,STARBUCKS 4597,coffee,false,5814,synthetic
t246,u_user8,a_checking,2024-08-23,-158.07,Zelle Transfer,,transfer,false,6011,synthetic
t238,u_user8,a_checking,2024-08-24,-3.25,Starbucks,STARBUCKS 9935,coffee,false,5814,synthetic
t232,u_user8,a_checking,2024-08-25,-44.59,Shell,SHELL OIL 6108,gas,false,5541,synthetic
t241,u_user8,a_checking,2024-08-25,-29.92,Uber,UBER TRIP 2896,rideshare,false,4121,synthetic
t229,u_user8,a_checking,2024-08-26,-81.73,Chevron,CHEVRON OIL 2954,gas,false,5541,synthetic
t244,u_user8,a_credit,2024-08-26,-695.23,United Airlines,UA 679302,travel,false,4511,synthetic
t237,u_user8,a_checking,2024-08-28,-5.98,Starbucks,STARBUCKS 6291,coffee,false,5814,synthetic
t225,u_user8,a_checking,2024-08-30,-139.33,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t247,u_user8,a_checking,2024-09-01,2470.7,Acme Inc.,PAYROLL,Income,true,0,synthetic
t249,u_user8,a_checking,2024-09-02,-1504.52,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t261,u_user8,a_checking,2024-09-03,-64.81,Shell,SHELL OIL 7619,gas,false,5541,synthetic
t275,u_user8,a_credit,2024-09-03,-125.65,Target,TARGET #2280,shopping,false,5311,synthetic
t257,u_user8,a_checking,2024-09-04,-57.92,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t260,u_user8,a_checking,2024-09-04,-37.3,Shell,,gas,false,5541,synthetic
t274,u_user8,a_checking,2024-09-04,-16.52,Lyft,LYFT TRIP 7989,rideshare,false,4121,synthetic
t253,u_user8,a_credit,2024-09-05,-12.39,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
