id,user_id,account_id,date,amount,merchant,description,category,is_recurring,mcc,source
t42,u_user1,a_credit,2024-02-07,-2.84,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t47,u_user1,a_checking,2024-02-07,-108.13,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t45,u_user1,a_checking,2024-02-09,-56.96,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t65,u_user1,a_credit,2024-02-09,-194.19,Target,TARGET #8343,shopping,false,5311,synthetic
t37,u_user1,a_checking,2024-02-10,-81.72,Electric Co,,utilities,true,4900,synthetic
t38,u_user1,a_checking,2024-02-12,-59.34,Comcast,HOME INTERNET,internet,true,4816,synthetic
t39,u_user1,a_checking,2024-02-14,-47.02,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t35,u_user1,a_checking,2024-02-15,2615.61,Acme Inc.,PAYROLL,Income,true,0,synthetic
t58,u_user1,a_checking,2024-02-15,-4.05,Starbucks,STARBUCKS 6600,coffee,false,5814,synthetic
t64,u_user1,a_checking,2024-02-15,-3.64,Starbucks,STARBUCKS 2686,coffee,false,5814,synthetic
t56,u_user1,a_checking,2024-02-16,-27.64,Chipotle,CHIPOTLE 9050,restaurants,false,5812,synthetic
t67,u_user1,a_checking,2024-02-16,-222.33,Zelle Transfer,,transfer,false,6011,synthetic
t54,u_user1,a_checking,2024-02-18,-17.44,Panera Bread,PANERA BREAD 1956,restaurants,false,5812,synthetic
t44,u_user1,a_checking,2024-02-20,-88.14,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t55,u_user1,a_checking,2024-02-21,-33.76,Chipotle,CHIPOTLE 7015,restaurants,false,5812,synthetic
t60,u_user1,a_checking,2024-02-21,-7.08,Starbucks,STARBUCKS 2060,coffee,false,5814,synthetic
t52,u_user1,a_checking,2024-02-22,-16.03,Local Diner,LOCAL DINER 2648,restaurants,false,5812,synthetic
t63,u_user1,a_checking,2024-02-22,-6.57,Starbucks,STARBUCKS 1569,coffee,false,5814,synthetic
t43,u_user1,a_checking,2024-02-23,-70.66,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t51,u_user1,a_checking,2024-02-23,-49.6,Shell,SHELL OIL 8400,gas,false,5541,synthetic
t62,u_user1,a_checking,2024-02-23,-4.14,Starbucks,STARBUCKS 2184,coffee,false,5814,synthetic
t66,u_user1,a_credit,2024-02-25,-391.13,Delta Airlines,DL 319963,travel,false,4511,synthetic
t46,u_user1,a_checking,2024-02-27,-119.53,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t68,u_user1,a_checking,2024-03-01,2519.57,Acme Inc.,,Income,true,0,synthetic
t70,u_user1,a_checking,2024-03-02,-1532.02,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t77,u_user1,a_checking,2024-03-03,-124.83,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t94,u_user1,a_checking,2024-03-04,-6.77,Starbucks,STARBUCKS 6988,coffee,false,5814,synthetic
t95,u_user1,a_checking,2024-03-04,-55.21,Lyft,LYFT TRIP 6104,rideshare,false,4121,synthetic
t98,u_user1,a_credit,2024-03-04,-48.31,Amazon,AMZN Mktp US*A9082,shopping,false,5942,synthetic
t74,u_user1,a_credit,2024-03-05,-12.64,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t83,u_user1,a_checking,2024-03-05,-43.25,Chevron,,gas,false,5541,synthetic
t96,u_user1,a_checking,2024-03-05,-53.9,Lyft,LYFT TRIP 4440,rideshare,false,4121,synthetic
t75,u_user1,a_credit,2024-03-06,-7.89,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t76,u_user1,a_credit,2024-03-07,-3.12,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t71,u_user1,a_checking,2024-03-10,-83.76,Electric Co,,utilities,true,4900,synthetic
t86,u_user1,a_checking,2024-03-10,-25.23,Panera Bread,PANERA BREAD 3489,restaurants,false,5812,synthetic
t89,u_user1,a_checking,2024-03-11,-35.66,Local Diner,LOCAL DINER 9002,restaurants,false,5812,synthetic
t93,u_user1,a_checking,2024-03-11,-3.13,Starbucks,STARBUCKS 1412,coffee,false,5814,synthetic
t72,u_user1,a_checking,2024-03-12,-58.06,Comcast,HOME INTERNET,internet,true,4816,synthetic
t73,u_user1,a_checking,2024-03-14,-46.68,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t69,u_user1,a_checking,2024-03-15,2491.4,Acme Inc.,PAYROLL,Income,true,0,synthetic
t87,u_user1,a_checking,2024-03-16,-41.14,Chipotle,CHIPOTLE 6878,restaurants,false,5812,synthetic
t92,u_user1,a_checking,2024-03-19,-5.43,Starbucks,STARBUCKS 9808,coffee,false,5814,synthetic
t88,u_user1,a_checking,2024-03-20,-25.18,Panera Bread,PANERA BREAD 7833,restaurants,false,5812,synthetic
t99,u_user1,a_credit,2024-03-20,-450.18,American Airlines,AA 554137,travel,false,4511,synthetic
t100,u_user1,a_checking,2024-03-21,220.75,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t80,u_user1,a_checking,2024-03-21,-130.43,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t81,u_user1,a_checking,2024-03-22,-102.98,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t101,u_user1,a_checking,2024-03-26,-261.0,Venmo,VENMO CASHOUT,transfer,false,6011,synthetic
t79,u_user1,a_checking,2024-03-26,-145.62,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t91,u_user1,a_checking,2024-03-26,-4.9,Starbucks,STARBUCKS 9967,coffee,false,5814,synthetic
t90,u_user1,a_checking,2024-03-29,-19.35,Chipotle,CHIPOTLE 6726,restaurants,false,5812,synthetic
t78,u_user1,a_checking,2024-03-30,-81.79,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t84,u_user1,a_checking,2024-03-30,-54.29,Chevron,CHEVRON OIL 7617,gas,false,5541,synthetic
t85,u_user1,a_checking,2024-03-30,-62.43,Shell,,gas,false,5541,synthetic
t97,u_user1,a_checking,2024-03-30,-57.77,Uber,UBER TRIP 9787,rideshare,false,4121,synthetic
t82,u_user1,a_checking,2024-03-31,-48.41,Shell,SHELL OIL 8004,gas,false,5541,synthetic
t102,u_user1,a_checking,2024-04-01,2551.46,Acme Inc.,PAYROLL,Income,true,0,synthetic
t122,u_user1,a_checking,2024-04-01,-16.8,Panera Bread,,restaurants,false,5812,synthetic
t104,u_user1,a_checking,2024-04-02,-1444.97,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t111,u_user1,a_checking,2024-04-04,-111.87,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t108,u_user1,a_credit,2024-04-05,-13.34,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t109,u_user1,a_credit,2024-04-06,-7.7,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t134,u_user1,a_checking,2024-04-06,-115.66,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic
t110,u_user1,a_credit,2024-04-07,-3.07,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t112,u_user1,a_checking,2024-04-07,-120.91,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t114,u_user1,a_checking,2024-04-09,-60.69,Shell,SHELL OIL 4072,gas,false,5541,synthetic
t118,u_user1,a_checking,2024-04-09,-41.44,Chipotle,CHIPOTLE 4486,restaurants,false,5812,synthetic
t127,u_user1,a_checking,2024-04-09,-3.25,Starbucks,,coffee,false,5814,synthetic
t105,u_user1,a_checking,2024-04-10,-80.59,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t129,u_user1,a_checking,2024-04-10,-26.09,Lyft,LYFT TRIP 5178,rideshare,false,4121,synthetic
t117,u_user1,a_checking,2024-04-11,-44.32,Chevron,,gas,false,5541,synthetic
t106,u_user1,a_checking,2024-04-12,-60.62,Comcast,HOME INTERNET,internet,true,4816,synthetic
t116,u_user1,a_checking,2024-04-12,-34.68,Shell,SHELL OIL 7316,gas,false,5541,synthetic
t132,u_user1,a_credit,2024-04-12,-220.56,Best Buy,BESTBUY #9427,electronics,false,5732,synthetic
t113,u_user1,a_checking,2024-04-13,-104.08,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t107,u_user1,a_checking,2024-04-14,-46.59,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t103,u_user1,a_checking,2024-04-15,2547.01,Acme Inc.,PAYROLL,Income,true,0,synthetic
t133,u_user1,a_credit,2024-04-15,-550.81,American Airlines,AA 144238,travel,false,4511,synthetic
t128,u_user1,a_checking,2024-04-17,-66.07,Uber,UBER TRIP 6989,rideshare,false,4121,synthetic
t123,u_user1,a_checking,2024-04-19,-6.09,Starbucks,,coffee,false,5814,synthetic
t130,u_user1,a_checking,2024-04-19,-25.84,Uber,UBER TRIP 1716,rideshare,false,4121,synthetic
t125,u_user1,a_checking,2024-04-22,-6.92,Starbucks,STARBUCKS 3193,coffee,false,5814,synthetic
t119,u_user1,a_checking,2024-04-23,-41.52,Chipotle,CHIPOTLE 2353,restaurants,false,5812,synthetic
t137,u_user1,a_checking,2024-04-24,-147.21,Venmo,VENMO CASHOUT,transfer,false,6011,synthetic
t126,u_user1,a_checking,2024-04-25,-6.82,Starbucks,,coffee,false,5814,synthetic
t135,u_user1,a_checking,2024-04-27,-222.89,City Dental,CITY DENTAL,healthcare,false,8011,synthetic
t115,u_user1,a_checking,2024-04-28,-69.37,Shell,SHELL OIL 8576,gas,false,5541,synthetic
t120,u_user1,a_checking,2024-04-28,-23.21,Chipotle,CHIPOTLE 7819,restaurants,false,5812,synthetic
t121,u_user1,a_checking,2024-04-28,-41.16,Chipotle,CHIPOTLE 5835,restaurants,false,5812,synthetic
t131,u_user1,a_credit,2024-04-28,-202.14,Amazon,AMZN Mktp US*G1249,shopping,false,5942,synthetic
t136,u_user1,a_checking,2024-04-28,190.1,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t124,u_user1,a_checking,2024-04-30,-5.11,Starbucks,STARBUCKS 8409,coffee,false,5814,synthetic
t138,u_user1,a_checking,2024-05-01,2498.15,Acme Inc.,PAYROLL,Income,true,0,synthetic
t167,u_user1,a_checking,2024-05-01,-102.6,Walgreens Clinic,,healthcare,false,8011,synthetic
t140,u_user1,a_checking,2024-05-02,-1563.62,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t159,u_user1,a_checking,2024-05-02,-4.88,Starbucks,,coffee,false,5814,synthetic
t144,u_user1,a_credit,2024-05-05,-12.47,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t155,u_user1,a_checking,2024-05-05,-18.53,Chipotle,CHIPOTLE 2062,restaurants,false,5812,synthetic
t162,u_user1,a_checking,2024-05-05,-64.97,Lyft,LYFT TRIP 6342,rideshare,false,4121,synthetic
t145,u_user1,a_credit,2024-05-06,-7.86,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t165,u_user1,a_credit,2024-05-06,-177.85,Best Buy,BESTBUY #9915,electronics,false,5732,synthetic
t146,u_user1,a_credit,2024-05-07,-3.08,Apple,,subscription,true,5734,synthetic
t148,u_user1,a_checking,2024-05-09,-120.3,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t141,u_user1,a_checking,2024-05-10,-82.98,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t150,u_user1,a_checking,2024-05-11,-31.58,Shell,SHELL OIL 5143,gas,false,5541,synthetic
t142,u_user1,a_checking,2024-05-12,-62.17,Comcast,HOME INTERNET,internet,true,4816,synthetic
t156,u_user1,a_checking,2024-05-12,-28.81,Chipotle,CHIPOTLE 4596,restaurants,false,5812,synthetic
t158,u_user1,a_checking,2024-05-12,-4.55,Starbucks,STARBUCKS 7738,coffee,false,5814,synthetic
t168,u_user1,a_checking,2024-05-12,-114.36,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic
t154,u_user1,a_checking,2024-05-13,-24.64,Local Diner,LOCAL DINER 7949,restaurants,false,5812,synthetic
t157,u_user1,a_checking,2024-05-13,-26.56,Panera Bread,PANERA BREAD 7371,restaurants,false,5812,synthetic
t143,u_user1,a_checking,2024-05-14,-46.43,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t152,u_user1,a_checking,2024-05-14,-59.05,Chevron,,gas,false,5541,synthetic
t166,u_user1,a_credit,2024-05-14,-421.79,United Airlines,UA 888260,travel,false,4511,synthetic
t139,u_user1,a_checking,2024-05-15,2533.35,Acme Inc.,PAYROLL,Income,true,0,synthetic
t163,u_user1,a_checking,2024-05-15,-25.19,Lyft,LYFT TRIP 1117,rideshare,false,4121,synthetic
t151,u_user1,a_checking,2024-05-17,-79.89,Shell,SHELL OIL 2276,gas,false,5541,synthetic
t147,u_user1,a_checking,2024-05-18,-56.73,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t160,u_user1,a_checking,2024-05-21,-4.63,Starbucks,STARBUCKS 2733,coffee,false,5814,synthetic
t153,u_user1,a_checking,2024-05-24,-36.95,Chipotle,CHIPOTLE 6122,restaurants,false,5812,synthetic
t164,u_user1,a_checking,2024-05-25,-42.83,Lyft,LYFT TRIP 1846,rideshare,false,4121,synthetic
t149,u_user1,a_checking,2024-05-27,-124.03,GrocerMart,,groceries,false,5411,synthetic
t161,u_user1,a_checking,2024-05-30,-6.45,Starbucks,STARBUCKS 4735,coffee,false,5814,synthetic
t169,u_user1,a_checking,2024-06-01,2375.68,Acme Inc.,PAYROLL,Income,true,0,synthetic
t171,u_user1,a_checking,2024-06-02,-1455.86,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t182,u_user1,a_checking,2024-06-02,-41.81,Chevron,CHEVRON OIL 4687,gas,false,5541,synthetic
t175,u_user1,a_credit,2024-06-05,-13.15,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t176,u_user1,a_credit,2024-06-06,-7.81,Netflix,,subscription,true,5815,synthetic
t190,u_user1,a_checking,2024-06-06,-5.53,Starbucks,STARBUCKS 7166,coffee,false,5814,synthetic
t177,u_user1,a_credit,2024-06-07,-2.91,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t183,u_user1,a_checking,2024-06-07,-16.14,Panera Bread,PANERA BREAD 6567,restaurants,false,5812,synthetic
t198,u_user1,a_checking,2024-06-07,148.72,Zelle Transfer,,transfer,false,6011,synthetic
t180,u_user1,a_checking,2024-06-08,-121.83,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t196,u_user1,a_checking,2024-06-09,-117.08,Kaiser,,healthcare,false,8011,synthetic
t197,u_user1,a_checking,2024-06-09,-124.54,City Dental,CITY DENTAL,healthcare,false,8011,synthetic
t172,u_user1,a_checking,2024-06-10,-77.19,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t186,u_user1,a_checking,2024-06-10,-14.24,Chipotle,CHIPOTLE 7028,restaurants,false,5812,synthetic
t193,u_user1,a_credit,2024-06-10,-167.52,Target,TARGET #7024,shopping,false,5311,synthetic
t173,u_user1,a_checking,2024-06-12,-60.55,Comcast,HOME INTERNET,internet,true,4816,synthetic
t191,u_user1,a_checking,2024-06-13,-5.4,Starbucks,,coffee,false,5814,synthetic
t174,u_user1,a_checking,2024-06-14,-42.79,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t178,u_user1,a_checking,2024-06-14,-115.65,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t179,u_user1,a_checking,2024-06-14,-85.06,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t170,u_user1,a_checking,2024-06-15,2493.29,Acme Inc.,PAYROLL,Income,true,0,synthetic
t194,u_user1,a_credit,2024-06-22,-62.93,Best Buy,BESTBUY #2792,electronics,false,5732,synthetic
t195,u_user1,a_credit,2024-06-22,-308.23,Best Buy,BESTBUY #4072,electronics,false,5732,synthetic
t181,u_user1,a_checking,2024-06-23,-57.17,Shell,SHELL OIL 3190,gas,false,5541,synthetic
t187,u_user1,a_checking,2024-06-24,-13.71,Panera Bread,PANERA BREAD 4719,restaurants,false,5812,synthetic
t185,u_user1,a_checking,2024-06-27,-16.83,Panera Bread,PANERA BREAD 6373,restaurants,false,5812,synthetic
t188,u_user1,a_checking,2024-06-27,-5.76,Starbucks,STARBUCKS 1094,coffee,false,5814,synthetic
t189,u_user1,a_checking,2024-06-27,-7.34,Starbucks,STARBUCKS 3116,coffee,false,5814,synthetic
t192,u_user1,a_checking,2024-06-28,-3.75,Starbucks,STARBUCKS 4531,coffee,false,5814,synthetic
t184,u_user1,a_checking,2024-06-30,-41.95,Local Diner,LOCAL DINER 1419,restaurants,false,5812,synthetic
t199,u_user1,a_checking,2024-07-01,2603.19,Acme Inc.,PAYROLL,Income,true,0,synthetic
t201,u_user1,a_checking,2024-07-02,-1569.92,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t213,u_user1,a_checking,2024-07-02,-44.15,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t216,u_user1,a_checking,2024-07-02,-33.92,Local Diner,LOCAL DINER 6207,restaurants,false,5812,synthetic
t217,u_user1,a_checking,2024-07-04,-21.41,Local Diner,,restaurants,false,5812,synthetic
t205,u_user1,a_credit,2024-07-05,-13.04,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t206,u_user1,a_credit,2024-07-06,-7.7,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t207,u_user1,a_credit,2024-07-07,-3.08,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t231,u_user1,a_checking,2024-07-07,-168.62,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t214,u_user1,a_checking,2024-07-08,-42.98,Shell,,gas,false,5541,synthetic
t228,u_user1,a_checking,2024-07-08,-41.27,Lyft,LYFT TRIP 7136,rideshare,false,4121,synthetic
t226,u_user1,a_checking,2024-07-09,-35.48,Lyft,LYFT TRIP 8184,rideshare,false,4121,synthetic
t202,u_user1,a_checking,2024-07-10,-77.76,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t218,u_user1,a_checking,2024-07-10,-32.77,Chipotle,CHIPOTLE 3198,restaurants,false,5812,synthetic
t222,u_user1,a_checking,2024-07-10,-7.39,Starbucks,STARBUCKS 3679,coffee,false,5814,synthetic
t203,u_user1,a_checking,2024-07-12,-61.68,Comcast,HOME INTERNET,internet,true,4816,synthetic
t208,u_user1,a_checking,2024-07-13,-90.67,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t204,u_user1,a_checking,2024-07-14,-44.93,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t200,u_user1,a_checking,2024-07-15,2519.41,Acme Inc.,PAYROLL,Income,true,0,synthetic
t211,u_user1,a_checking,2024-07-17,-91.4,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t210,u_user1,a_checking,2024-07-18,-113.46,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t223,u_user1,a_checking,2024-07-18,-5.57,Starbucks,STARBUCKS 4186,coffee,false,5814,synthetic
t227,u_user1,a_checking,2024-07-21,-21.54,Lyft,LYFT TRIP 1341,rideshare,false,4121,synthetic
t215,u_user1,a_checking,2024-07-22,-63.0,Shell,SHELL OIL 4310,gas,false,5541,synthetic
t224,u_user1,a_checking,2024-07-25,-3.87,Starbucks,STARBUCKS 8368,coffee,false,5814,synthetic
t225,u_user1,a_checking,2024-07-26,-3.34,Starbucks,STARBUCKS 9996,coffee,false,5814,synthetic
t230,u_user1,a_checking,2024-07-26,-124.17,Venmo,VENMO CASHOUT,transfer,false,6011,synthetic
t229,u_user1,a_credit,2024-07-28,-33.13,Target,TARGET #4629,shopping,false,5311,synthetic
t212,u_user1,a_checking,2024-07-29,-111.25,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t219,u_user1,a_checking,2024-07-29,-38.25,Panera Bread,PANERA BREAD 9705,restaurants,false,5812,synthetic
t209,u_user1,a_checking,2024-07-30,-48.2,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t221,u_user1,a_checking,2024-07-30,-18.16,Chipotle,CHIPOTLE 8083,restaurants,false,5812,synthetic
t220,u_user1,a_checking,2024-07-31,-11.76,Chipotle,CHIPOTLE 5566,restaurants,false,5812,synthetic
t232,u_user1,a_checking,2024-08-01,2558.14,Acme Inc.,PAYROLL,Income,true,0,synthetic
t256,u_user1,a_checking,2024-08-01,-3.4,Starbucks,STARBUCKS 4760,coffee,false,5814,synthetic
t234,u_user1,a_checking,2024-08-02,-1485.74,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t262,u_user1,a_checking,2024-08-03,-131.29,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t238,u_user1,a_credit,2024-08-05,-12.69,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t239,u_user1,a_credit,2024-08-06,-7.84,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t240,u_user1,a_credit,2024-08-07,-3.07,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t246,u_user1,a_checking,2024-08-07,-29.29,Local Diner,,restaurants,false,5812,synthetic
t250,u_user1,a_checking,2024-08-08,-11.52,Panera Bread,PANERA BREAD 8126,restaurants,false,5812,synthetic
t258,u_user1,a_checking,2024-08-09,-48.52,Uber,UBER TRIP 9056,rideshare,false,4121,synthetic
t235,u_user1,a_checking,2024-08-10,-80.03,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t236,u_user1,a_checking,2024-08-12,-60.99,Comcast,HOME INTERNET,internet,true,4816,synthetic
t241,u_user1,a_checking,2024-08-12,-72.13,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t242,u_user1,a_checking,2024-08-12,-144.31,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t253,u_user1,a_checking,2024-08-13,-2.99,Starbucks,,coffee,false,5814,synthetic
t260,u_user1,a_credit,2024-08-13,-328.46,Best Buy,BESTBUY #8878,electronics,false,5732,synthetic
t237,u_user1,a_checking,2024-08-14,-46.77,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t233,u_user1,a_checking,2024-08-15,2382.8,Acme Inc.,PAYROLL,Income,true,0,synthetic
t243,u_user1,a_checking,2024-08-17,-103.68,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t244,u_user1,a_checking,2024-08-17,-69.12,Shell,SHELL OIL 6604,gas,false,5541,synthetic
t254,u_user1,a_checking,2024-08-17,-5.24,Starbucks,STARBUCKS 9436,coffee,false,5814,synthetic
t257,u_user1,a_checking,2024-08-18,-13.05,Lyft,LYFT TRIP 5388,rideshare,false,4121,synthetic
t247,u_user1,a_checking,2024-08-21,-42.61,Panera Bread,PANERA BREAD 9007,restaurants,false,5812,synthetic
t252,u_user1,a_checking,2024-08-23,-6.26,Starbucks,STARBUCKS 9930,coffee,false,5814,synthetic
