id,user_id,account_id,date,amount,merchant,description,category,is_recurring,mcc,source
t92,u_user10,a_checking,2024-03-02,-5.47,Starbucks,STARBUCKS 2844,coffee,false,5814,synthetic
t99,u_user10,a_credit,2024-03-02,-91.87,Target,TARGET #4411,shopping,false,5311,synthetic
t104,u_user10,a_checking,2024-03-04,-209.65,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t74,u_user10,a_credit,2024-03-05,-12.54,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t75,u_user10,a_credit,2024-03-06,-7.86,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t84,u_user10,a_checking,2024-03-06,-40.77,Chevron,,gas,false,5541,synthetic
t90,u_user10,a_checking,2024-03-06,-7.41,Starbucks,STARBUCKS 1830,coffee,false,5814,synthetic
t76,u_user10,a_credit,2024-03-07,-2.92,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t77,u_user10,a_checking,2024-03-07,-82.47,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t91,u_user10,a_checking,2024-03-07,-3.71,Starbucks,STARBUCKS 7074,coffee,false,5814,synthetic
t102,u_user10,a_checking,2024-03-08,-185.81,City Dental,CITY DENTAL,healthcare,false,8011,synthetic
t98,u_user10,a_checking,2024-03-08,-54.32,Lyft,LYFT TRIP 3167,rideshare,false,4121,synthetic
t93,u_user10,a_checking,2024-03-09,-4.41,Starbucks,STARBUCKS 1515,coffee,false,5814,synthetic
t71,u_user10,a_checking,2024-03-10,-77.04,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t95,u_user10,a_checking,2024-03-10,-6.31,Starbucks,STARBUCKS 8563,coffee,false,5814,synthetic
t96,u_user10,a_checking,2024-03-10,-74.46,Lyft,LYFT TRIP 4944,rideshare,false,4121,synthetic
t80,u_user10,a_checking,2024-03-11,-80.68,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t86,u_user10,a_checking,2024-03-11,-16.73,Chipotle,CHIPOTLE 9845,restaurants,false,5812,synthetic
t87,u_user10,a_checking,2024-03-11,-36.26,Chipotle,CHIPOTLE 7122,restaurants,false,5812,synthetic
t100,u_user10,a_credit,2024-03-12,-104.75,Target,TARGET #2832,shopping,false,5311,synthetic
t72,u_user10,a_checking,2024-03-12,-60.08,Comcast,HOME INTERNET,internet,true,4816,synthetic
t82,u_user10,a_checking,2024-03-13,-68.87,Shell,,gas,false,5541,synthetic
t73,u_user10,a_checking,2024-03-14,-47.06,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t69,u_user10,a_checking,2024-03-15,2499.06,Acme Inc.,PAYROLL,Income,true,0,synthetic
t89,u_user10,a_checking,2024-03-19,-3.5,Starbucks,STARBUCKS 8663,coffee,false,5814,synthetic
t85,u_user10,a_checking,2024-03-22,-26.18,Chipotle,CHIPOTLE 1857,restaurants,false,5812,synthetic
t97,u_user10,a_checking,2024-03-23,-63.0,Uber,UBER TRIP 1303,rideshare,false,4121,synthetic
t83,u_user10,a_checking,2024-03-25,-32.15,Shell,SHELL OIL 4324,gas,false,5541,synthetic
t88,u_user10,a_checking,2024-03-26,-11.32,Chipotle,CHIPOTLE 5750,restaurants,false,5812,synthetic
t94,u_user10,a_checking,2024-03-27,-4.6,Starbucks,STARBUCKS 4231,coffee,false,5814,synthetic
t101,u_user10,a_credit,2024-03-28,-448.77,United Airlines,UA 334539,travel,false,4511,synthetic
t78,u_user10,a_checking,2024-03-28,-68.12,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t81,u_user10,a_checking,2024-03-29,-97.34,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t103,u_user10,a_checking,2024-03-30,-87.19,City Dental,CITY DENTAL,healthcare,false,8011,synthetic
t105,u_user10,a_checking,2024-04-01,2397.36,Acme Inc.,PAYROLL,Income,true,0,synthetic
t107,u_user10,a_checking,2024-04-02,-1497.24,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t128,u_user10,a_checking,2024-04-02,-3.75,Starbucks,STARBUCKS 6024,coffee,false,5814,synthetic
t127,u_user10,a_checking,2024-04-04,-3.99,Starbucks,STARBUCKS 8252,coffee,false,5814,synthetic
t111,u_user10,a_credit,2024-04-05,-12.43,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t118,u_user10,a_checking,2024-04-05,-74.27,Chevron,CHEVRON OIL 4884,gas,false,5541,synthetic
t112,u_user10,a_credit,2024-04-06,-7.84,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t113,u_user10,a_credit,2024-04-07,-3.08,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t123,u_user10,a_checking,2024-04-07,-25.67,Chipotle,CHIPOTLE 1746,restaurants,false,5812,synthetic
t130,u_user10,a_checking,2024-04-07,-6.69,Starbucks,STARBUCKS 1219,coffee,false,5814,synthetic
t131,u_user10,a_checking,2024-04-08,-3.2,Starbucks,STARBUCKS 2269,coffee,false,5814,synthetic
t132,u_user10,a_checking,2024-04-08,-47.58,Uber,UBER TRIP 8225,rideshare,false,4121,synthetic
t117,u_user10,a_checking,2024-04-09,-56.71,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t108,u_user10,a_checking,2024-04-10,-78.97,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t109,u_user10,a_checking,2024-04-12,-62.88,Comcast,HOME INTERNET,internet,true,4816,synthetic
t121,u_user10,a_checking,2024-04-12,-22.99,Panera Bread,PANERA BREAD 7657,restaurants,false,5812,synthetic
t122,u_user10,a_checking,2024-04-13,-13.91,Panera Bread,PANERA BREAD 6776,restaurants,false,5812,synthetic
t125,u_user10,a_checking,2024-04-13,-4.12,Starbucks,,coffee,false,5814,synthetic
t135,u_user10,a_credit,2024-04-13,-269.16,Amazon,AMZN Mktp US*E3078,shopping,false,5942,synthetic
t110,u_user10,a_checking,2024-04-14,-45.46,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t106,u_user10,a_checking,2024-04-15,2528.43,Acme Inc.,PAYROLL,Income,true,0,synthetic
t137,u_user10,a_credit,2024-04-15,-51.95,Target,TARGET #3595,shopping,false,5311,synthetic
t114,u_user10,a_checking,2024-04-16,-104.46,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t134,u_user10,a_checking,2024-04-16,-29.39,Uber,UBER TRIP 5378,rideshare,false,4121,synthetic
t129,u_user10,a_checking,2024-04-18,-5.84,Starbucks,STARBUCKS 2365,coffee,false,5814,synthetic
t120,u_user10,a_checking,2024-04-19,-10.11,Local Diner,LOCAL DINER 3754,restaurants,false,5812,synthetic
t133,u_user10,a_checking,2024-04-19,-16.53,Uber,UBER TRIP 7312,rideshare,false,4121,synthetic
t139,u_user10,a_checking,2024-04-21,196.95,Venmo,,transfer,false,6011,synthetic
t140,u_user10,a_checking,2024-04-23,215.66,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t115,u_user10,a_checking,2024-04-24,-75.11,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t124,u_user10,a_checking,2024-04-24,-5.62,Starbucks,STARBUCKS 3202,coffee,false,5814,synthetic
t136,u_user10,a_credit,2024-04-24,-123.88,Amazon,AMZN Mktp US*A3983,shopping,false,5942,synthetic
t116,u_user10,a_checking,2024-04-25,-110.92,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t138,u_user10,a_checking,2024-04-25,-95.11,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic
t126,u_user10,a_checking,2024-04-26,-3.26,Starbucks,STARBUCKS 1259,coffee,false,5814,synthetic
t119,u_user10,a_checking,2024-04-28,-63.5,Chevron,,gas,false,5541,synthetic
t141,u_user10,a_checking,2024-05-01,2601.46,Acme Inc.,PAYROLL,Income,true,0,synthetic
t162,u_user10,a_checking,2024-05-01,-24.23,Panera Bread,PANERA BREAD 2233,restaurants,false,5812,synthetic
t143,u_user10,a_checking,2024-05-02,-1465.46,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t151,u_user10,a_checking,2024-05-02,-92.26,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t147,u_user10,a_credit,2024-05-05,-13.56,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t148,u_user10,a_credit,2024-05-06,-8.08,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t149,u_user10,a_credit,2024-05-07,-2.84,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t157,u_user10,a_checking,2024-05-07,-66.23,Chevron,CHEVRON OIL 3946,gas,false,5541,synthetic
t152,u_user10,a_checking,2024-05-09,-124.25,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t144,u_user10,a_checking,2024-05-10,-76.85,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t155,u_user10,a_checking,2024-05-10,-77.4,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t159,u_user10,a_checking,2024-05-10,-31.68,Chipotle,CHIPOTLE 1009,restaurants,false,5812,synthetic
t166,u_user10,a_checking,2024-05-11,-4.42,Starbucks,STARBUCKS 6108,coffee,false,5814,synthetic
t145,u_user10,a_checking,2024-05-12,-59.03,Comcast,HOME INTERNET,internet,true,4816,synthetic
t160,u_user10,a_checking,2024-05-12,-11.7,Chipotle,CHIPOTLE 9865,restaurants,false,5812,synthetic
t161,u_user10,a_checking,2024-05-12,-12.2,Panera Bread,PANERA BREAD 8776,restaurants,false,5812,synthetic
t173,u_user10,a_checking,2024-05-12,-151.16,Venmo,VENMO CASHOUT,transfer,false,6011,synthetic
t153,u_user10,a_checking,2024-05-13,-50.68,GrocerMart,,groceries,false,5411,synthetic
t146,u_user10,a_checking,2024-05-14,-43.75,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t156,u_user10,a_checking,2024-05-14,-55.52,Shell,SHELL OIL 5819,gas,false,5541,synthetic
t164,u_user10,a_checking,2024-05-14,-3.37,Starbucks,STARBUCKS 8219,coffee,false,5814,synthetic
t142,u_user10,a_checking,2024-05-15,2570.77,Acme Inc.,PAYROLL,Income,true,0,synthetic
t163,u_user10,a_checking,2024-05-16,-7.57,Starbucks,STARBUCKS 9459,coffee,false,5814,synthetic
t165,u_user10,a_checking,2024-05-16,-6.98,Starbucks,,coffee,false,5814,synthetic
t169,u_user10,a_checking,2024-05-16,-3.39,Starbucks,STARBUCKS 7852,coffee,false,5814,synthetic
t154,u_user10,a_checking,2024-05-21,-73.66,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t158,u_user10,a_checking,2024-05-25,-30.27,Shell,SHELL OIL 6686,gas,false,5541,synthetic
t168,u_user10,a_checking,2024-05-26,-6.03,Starbucks,STARBUCKS 7873,coffee,false,5814,synthetic
t171,u_user10,a_credit,2024-05-27,-240.35,Target,,shopping,false,5311,synthetic
t150,u_user10,a_checking,2024-05-28,-124.11,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t172,u_user10,a_checking,2024-05-28,-143.92,City Dental,CITY DENTAL,healthcare,false,8011,synthetic
t167,u_user10,a_checking,2024-05-29,-4.63,Starbucks,STARBUCKS 4790,coffee,false,5814,synthetic
t170,u_user10,a_credit,2024-05-30,-330.66,Target,,shopping,false,5311,synthetic
t174,u_user10,a_checking,2024-06-01,2605.75,Acme Inc.,PAYROLL,Income,true,0,synthetic
t176,u_user10,a_checking,2024-06-02,-1459.37,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t197,u_user10,a_checking,2024-06-02,-7.14,Starbucks,STARBUCKS 1894,coffee,false,5814,synthetic
t201,u_user10,a_checking,2024-06-02,-5.86,Starbucks,STARBUCKS 2007,coffee,false,5814,synthetic
t185,u_user10,a_checking,2024-06-03,-102.18,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t180,u_user10,a_credit,2024-06-05,-12.35,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t203,u_user10,a_credit,2024-06-05,-250.33,Target,TARGET #1777,shopping,false,5311,synthetic
t181,u_user10,a_credit,2024-06-06,-8.01,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t182,u_user10,a_credit,2024-06-07,-3.08,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t193,u_user10,a_checking,2024-06-07,-22.8,Panera Bread,PANERA BREAD 5129,restaurants,false,5812,synthetic
t186,u_user10,a_checking,2024-06-08,-143.33,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t188,u_user10,a_checking,2024-06-08,-64.81,Shell,SHELL OIL 7984,gas,false,5541,synthetic
t177,u_user10,a_checking,2024-06-10,-79.83,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t190,u_user10,a_checking,2024-06-10,-32.84,Chevron,CHEVRON OIL 4112,gas,false,5541,synthetic
t198,u_user10,a_checking,2024-06-10,-5.27,Starbucks,STARBUCKS 5993,coffee,false,5814,synthetic
t183,u_user10,a_checking,2024-06-11,-121.61,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t205,u_user10,a_credit,2024-06-11,-353.75,Target,TARGET #9491,shopping,false,5311,synthetic
t178,u_user10,a_checking,2024-06-12,-60.68,Comcast,HOME INTERNET,internet,true,4816,synthetic
t194,u_user10,a_checking,2024-06-13,-13.8,Panera Bread,PANERA BREAD 9205,restaurants,false,5812,synthetic
t179,u_user10,a_checking,2024-06-14,-45.97,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t192,u_user10,a_checking,2024-06-14,-35.14,Panera Bread,PANERA BREAD 8155,restaurants,false,5812,synthetic
t195,u_user10,a_checking,2024-06-14,-16.59,Chipotle,CHIPOTLE 1522,restaurants,false,5812,synthetic
t175,u_user10,a_checking,2024-06-15,2466.21,Acme Inc.,PAYROLL,Income,true,0,synthetic
t184,u_user10,a_checking,2024-06-15,-82.84,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t206,u_user10,a_checking,2024-06-16,-201.07,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic
t189,u_user10,a_checking,2024-06-17,-55.58,Shell,SHELL OIL 5730,gas,false,5541,synthetic
t200,u_user10,a_checking,2024-06-18,-4.93,Starbucks,STARBUCKS 7998,coffee,false,5814,synthetic
t202,u_user10,a_checking,2024-06-20,-4.53,Starbucks,STARBUCKS 5368,coffee,false,5814,synthetic
t207,u_user10,a_checking,2024-06-23,-128.53,Venmo,VENMO CASHOUT,transfer,false,6011,synthetic
t196,u_user10,a_checking,2024-06-27,-3.88,Starbucks,,coffee,false,5814,synthetic
t208,u_user10,a_checking,2024-06-27,221.77,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t199,u_user10,a_checking,2024-06-29,-7.2,Starbucks,STARBUCKS 5833,coffee,false,5814,synthetic
t187,u_user10,a_checking,2024-06-30,-123.98,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t191,u_user10,a_checking,2024-06-30,-48.21,Chevron,CHEVRON OIL 7171,gas,false,5541,synthetic
t204,u_user10,a_credit,2024-06-30,-125.53,Target,TARGET #9716,shopping,false,5311,synthetic
t209,u_user10,a_checking,2024-07-01,2592.82,Acme Inc.,PAYROLL,Income,true,0,synthetic
t240,u_user10,a_checking,2024-07-01,-167.91,Zelle Transfer,ZELLE TO FRIEND,transfer,false,6011,synthetic
t211,u_user10,a_checking,2024-07-02,-1432.47,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t231,u_user10,a_checking,2024-07-03,-34.05,Panera Bread,,restaurants,false,5812,synthetic
t230,u_user10,a_checking,2024-07-04,-17.28,Chipotle,CHIPOTLE 4771,restaurants,false,5812,synthetic
t215,u_user10,a_credit,2024-07-05,-13.36,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t225,u_user10,a_checking,2024-07-05,-51.43,Chevron,,gas,false,5541,synthetic
t216,u_user10,a_credit,2024-07-06,-8.3,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t217,u_user10,a_credit,2024-07-07,-3.02,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t237,u_user10,a_checking,2024-07-07,-19.98,Uber,UBER TRIP 8784,rideshare,false,4121,synthetic
t236,u_user10,a_checking,2024-07-08,-3.55,Starbucks,STARBUCKS 2371,coffee,false,5814,synthetic
t218,u_user10,a_checking,2024-07-09,-71.98,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t212,u_user10,a_checking,2024-07-10,-77.25,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
t224,u_user10,a_checking,2024-07-10,-73.18,Shell,,gas,false,5541,synthetic
t227,u_user10,a_checking,2024-07-10,-16.67,Local Diner,LOCAL DINER 6681,restaurants,false,5812,synthetic
t232,u_user10,a_checking,2024-07-10,-3.37,Starbucks,,coffee,false,5814,synthetic
t238,u_user10,a_credit,2024-07-11,-136.79,Amazon,AMZN Mktp US*G4938,shopping,false,5942,synthetic
t213,u_user10,a_checking,2024-07-12,-60.5,Comcast,HOME INTERNET,internet,true,4816,synthetic
t219,u_user10,a_checking,2024-07-12,-50.54,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t221,u_user10,a_checking,2024-07-12,-74.92,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t235,u_user10,a_checking,2024-07-12,-4.31,Starbucks,STARBUCKS 9111,coffee,false,5814,synthetic
t234,u_user10,a_checking,2024-07-13,-6.11,Starbucks,STARBUCKS 5457,coffee,false,5814,synthetic
t214,u_user10,a_checking,2024-07-14,-44.91,T-Mobile,MOBILE BILL,mobile,true,4814,synthetic
t222,u_user10,a_checking,2024-07-14,-70.63,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t210,u_user10,a_checking,2024-07-15,2447.43,Acme Inc.,PAYROLL,Income,true,0,synthetic
t229,u_user10,a_checking,2024-07-15,-29.86,Chipotle,CHIPOTLE 3377,restaurants,false,5812,synthetic
t239,u_user10,a_checking,2024-07-15,-249.58,Walgreens Clinic,WALGREENS CLINIC,healthcare,false,8011,synthetic
t223,u_user10,a_checking,2024-07-17,-82.84,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t220,u_user10,a_checking,2024-07-19,-132.09,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t226,u_user10,a_checking,2024-07-21,-11.28,Chipotle,CHIPOTLE 3897,restaurants,false,5812,synthetic
t228,u_user10,a_checking,2024-07-24,-25.46,Chipotle,CHIPOTLE 7368,restaurants,false,5812,synthetic
t233,u_user10,a_checking,2024-07-27,-4.57,Starbucks,STARBUCKS 5180,coffee,false,5814,synthetic
t241,u_user10,a_checking,2024-08-01,2430.66,Acme Inc.,PAYROLL,Income,true,0,synthetic
t258,u_user10,a_checking,2024-08-01,-38.6,Local Diner,LOCAL DINER 2023,restaurants,false,5812,synthetic
t243,u_user10,a_checking,2024-08-02,-1439.16,Landlord,MONTHLY RENT,housing,true,6513,synthetic
t247,u_user10,a_credit,2024-08-05,-13.28,Spotify,SPOTIFY P123,subscription,true,5815,synthetic
t273,u_user10,a_credit,2024-08-05,-512.18,United Airlines,UA 175558,travel,false,4511,synthetic
t248,u_user10,a_credit,2024-08-06,-7.83,Netflix,NETFLIX.COM SUB,subscription,true,5815,synthetic
t251,u_user10,a_checking,2024-08-06,-115.88,Whole Foods,WHOLEFDS #1045,groceries,false,5411,synthetic
t260,u_user10,a_checking,2024-08-06,-36.21,Panera Bread,PANERA BREAD 5014,restaurants,false,5812,synthetic
t249,u_user10,a_credit,2024-08-07,-2.92,Apple,APPLE.COM/BILL,subscription,true,5734,synthetic
t252,u_user10,a_checking,2024-08-07,-149.7,GrocerMart,GROCERY STORE,groceries,false,5411,synthetic
t271,u_user10,a_credit,2024-08-08,-204.78,Amazon,AMZN Mktp US*A1488,shopping,false,5942,synthetic
t274,u_user10,a_checking,2024-08-08,-144.65,City Dental,CITY DENTAL,healthcare,false,8011,synthetic
t265,u_user10,a_checking,2024-08-09,-4.75,Starbucks,,coffee,false,5814,synthetic
t244,u_user10,a_checking,2024-08-10,-83.33,Electric Co,ELECTRIC BILL,utilities,true,4900,synthetic
